sentence,labels,lang
"19 mayo 2010 - La empresa finlandesa Lemminkainen Oyj ( HEL : LEM1S ) ha dicho hoy que construirá un edificio de oficinas en Toolonlahti , en el centro de Helsinki , sin revelar detalles financieros .",0,es
"El precio final se especificará a más tardar el 14 de mayo de 2010 , dijo la empresa adquirente .",0,es
"Nordea Pankki Suomi Oyj , según se anunció anteriormente , ha hecho contratos a plazo sobre acciones de Alma Media Corporation .",0,es
"El beneficio antes de impuestos fue de 4,0 millones de euros , frente a 4,9 millones de euros .",0,es
"Ambos se reportarán al director ejecutivo de Oriola-KD, Eero Hautaniemi.",0,es
"Al reducir el número de plantas , el grupo recortará los costes fijos .",1,es
"$SINA a pesar de que el ""informe"" es falso y ha sido probado unture, el daño está hecho. Nadie quiere tocarlo ahora",2,es
El Gobierno de Merkel dijo que apoyaría la fusión Deutsche Boerse-LSE,1,es
`` Los beneficios de explotación disminuyeron principalmente debido al aumento del costo de la madera y la fibra reciclada y al fortalecimiento del euro . '',0,es
"CompañíasTesco a un mal comienzo sobre Navidad â € ""Kantar",2,es
La capacidad de la instalación realizada por el Grupo Vaahto de Finlandia es de 86.000 toneladas de papel estucado ligero .,0,es
17 marzo 2011 - Goldman Sachs estima que existen perspectivas negativas para las operaciones móviles noruegas de Telenor ASA OSL : TEL y Sweden 's TeliaSonera AB STO : TLSN en el corto plazo .,0,es
"Steek , que se creó en 2002 , tiene su sede en Burdeos , al suroeste de Francia .",0,es
El Presidente y CEO Mika Vehvilinen dice que las señales positivas están emergiendo ante todo fuera de Finlandia.,1,es
El grupo de construcción finlandés Lemminkinen ha recibido dos contratos de construcción de carreteras por parte de la administración lituana de transportes.,1,es
"Según Eijkens , un editor puede hacer mucho más que publicar libros coloridos : un editor puede aportar valor añadido a la información individualizándola .",0,es
La empresa finlandesa Okmetic Oyj OMX Helsinki : OKM1V dijo el miércoles 17 de septiembre que invertirá EUR6m en su negocio de obleas de sensores durante 2009 .,0,es
$RAD consideraría esta oportunidad de agregar mi posición porque la compañía está en el camino correcto que todavía están mejorando las ventas...,1,es
El bajo índice de utilización de la capacidad en la producción de acero aumenta considerablemente los costes fijos por unidad de acero producido .,0,es
El trabajo en la asignación ya ha comenzado y está previsto que termine en la primavera de 2011.,0,es
"El Grupo Progress , representante de QPR en Arabia Saudita y África del Norte , ha firmado un acuerdo marco para una relación estratégica a largo plazo con ISE .",1,es
"El Finnish Bank of land informa de que su beneficio de explotación disminuyó a 4,9 millones de euros en el tercer trimestre de 2007 , frente a 5,6 millones de euros en el tercer trimestre de 2006 .",2,es
"Las ventas netas de Kemira en Finlandia disminuyeron a 1.259,6 millones EUR en enero-junio de 2009 , frente a 1.425,1 millones EUR en enero-junio de 2008 .",0,es
No se comunicaron las condiciones financieras .,0,es
La sociedad podrá disponer en cualquier momento de una décima parte de todas sus acciones como máximo .,0,es
El valor de los pedidos es de unos 70 millones de euros .,0,es
"Recap: rumor de $MSFT esta mañana los hizo girar de la unidad XBOX, las acciones se remueven todo el día para cerrar en los máximos",1,es
"Según Finnish Metso Minerals , el valor de los pedidos de la empresa ha subido a 1.900 millones de euros en 12 meses .",1,es
"Por lo tanto , el resultado de 2005 de la empresa seguirá siendo más débil que el de 2004 .",0,es
Breakingviews: El IAG puede pagar más por Aer Lingus,1,es
"El proyecto de aceite de pino está relacionado con la mejora de la planta de recuperación química de UPM en su fábrica de pulpa en Kymi, al sur de Finlandia.",0,es
Estrategia de Mercados Emergentes después de Pérdidas,2,es
AB InBev venderá SABMiller Stake en la cerveza china de nieve,0,es
"El Grupo Marubeni se centra en la creación de ``cadena de valor'' desde aguas arriba hasta aguas abajo , abarcando una amplia variedad de campos empresariales , incluyendo petróleo y gas , metales , recursos minerales , alimentos , pasta y papel y productos químicos , entre otros .",0,es
"Sobre la base de su experiencia única en fibra y su enfoque innovador , la empresa tiene una sólida posición en el mercado en varias áreas de negocio en las que opera .",1,es
La experiencia del personal y el alto nivel de tecnología desempeñan un papel importante en las operaciones de Exel Composites .,0,es
"Coca-Cola fue el líder del mercado de los fabricantes con una cuota de mercado del 36,9 % , inferior al 2,2 % del período correspondiente de 2004-2005 .",2,es
"Metsa-Botnia venderá el 82,1% de su participación en las empresas uruguayas y Metsaliitto -- 5,5 % .",0,es
Aviva pesa dinero en efectivo después de superar el pronóstico de beneficios,1,es
Tesla para recordar 2.700 SUVs modelo X sobre emisión de asiento https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs,2,es
El sacrificio y el despiece de bovinos en las instalaciones de Kuopio se transferirán al matadero de Kauhajoki .,0,es
"`` El ajuste a la caída del nivel de precios , en cambio , ha sido menos eficaz .",0,es
"Okmetic tiene una base de clientes global y una red de ventas , plantas de producción en Finlandia y EE.UU. y fabricantes de contratos en Japón y China .",0,es
También estarán disponibles los servicios públicos .,0,es
"El tráfico asiático disminuyó en un 3,4% .",0,es
Los mercados de la construcción finlandeses y suecos siguen experimentando un crecimiento anual estimado del 4 % en 2008 .,1,es
Nota de Bolsa 10/3/2011 12:00 Sanoma ha publicado su Informe Anual y Estados Financieros para 2010 y su primer Informe de Responsabilidad Corporativa .,0,es
"La empresa tiene como objetivo las ventas de Ls 27,1 millones ( Ls 23,498 millones ) y un beneficio de Ls 300.000 ( Ls 371,500 ) en el 2007 .",0,es
"Después de la adquisición , Cramo se convertirá en el segundo mayor proveedor de servicios de alquiler en el mercado letón .",1,es
Ruukki está reestructurando las operaciones comerciales e industriales de construcción en busca de mejoras permanentes al tiempo que adapta las operaciones a las condiciones del mercado .,0,es
"Proyectó ingresos de $ 2,2 mil millones a $ 2,3 mil millones , ligeramente superiores a las estimaciones de analistas de $ 2,19 mil millones .",1,es
"El corretaje dijo que en 2006 se había producido un "" verdadero punto de inflexión "" en los precios básicos europeos del acero , con mejores precios durante el segundo trimestre del 2006 .",1,es
Los beneficios de explotación en el cuarto trimestre se redujeron a 33 millones de euros frente a los 39 millones de euros del año anterior .,2,es
$JD cayó 20% en el mercado después de la hora. ¿Alguien quiere explicar por qué?,2,es
"Los beneficios de explotación ascendieron a 83,0 millones de euros , frente a 23,5 millones de euros interanuales .",1,es
BREVE-Aviva pretende aumentar la relación de pago de dividendos a 50 pct en 2017,1,es
"$EXPE trabajando en la segunda etapa de su carrera de inversión, ya que rompe otra tendencia hacia abajo y continúa más alto. https://t.co/76DSJysyR0",1,es
"GeoSentric está adquiriendo financiación adicional mediante la emisión de un máximo de 220.000 nuevas acciones y un bono convertible con derechos de suscripción para 880.000 acciones , que han sido plenamente suscritas .",0,es
"Alertas técnicas de $ADBE: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, y New 52... https://t.co/LxX66tknFH",1,es
$IWM las mismas condiciones que enviaron a los mercados a caer todos los golpes de esta semana,2,es
$AAPL cerca de una caída del 3% que es mucho ... ahora lo mejor que puedo hacer es esperar ER lol,2,es
"El beneficio de explotación mejoró un 27 % hasta situarse en 579,8 millones de euros frente a 457,2 millones de euros en el 2006 .",1,es
"El 1 de diciembre , Grimaldi adquirió 1,5 millones de acciones y una participación del 50,1% en Finnlines .",0,es
Shire propone un empate total de $30 mil millones con Baxalta,1,es
"En julio pasado , el grupo dijo que tenía la intención de trasladar el almacén y espacio de oficinas en Loudeac y Saint Marcel a Morvillars , en el este de Francia , donde ya opera una unidad de fabricación y distribución de ganchos .",0,es
Pohjola y los bancos cooperativos han seguido combinando su red de sucursales .,0,es
Prothious Engineering ( www.prothious.com ) emplea a más de 1.000 personas y cuenta con una amplia cartera de proyectos y una capacidad de detalle anual de más de 100.000 toneladas.,0,es
"Qualcomm estimó un beneficio del primer trimestre entre 46 y 50 centavos por acción , excluyendo ciertas partidas , por debajo de la estimación del analista de 61 centavos por acción .",0,es
"La provisión de liquidez se interrumpió el 11 de mayo de 2007 , cuando las acciones de Aspocomp Group Oyj cotizaron por debajo del 0,50 céntimo ( versión en bolsa de Aspocomp 11.5.2007 ) .",2,es
El período de suscripción del plan de garantía Amer Sports 2002 finalizará el 31 de diciembre de 2007 .,0,es
Esta transacción también racionalizará nuestras soluciones relacionadas con la industria de la pulpa y el papel.,1,es
"schwalm ( en ) outotec.com Eila Paatela , Vicepresidente - Comunicaciones Corporativas tel. +358 20 529 2004 , móvil +358 400 817198 e-mail eila .",0,es
"Estoy deseando contribuir al éxito de SRV con mi competencia , dice Taneli Hassinen .",1,es
"En el cuarto trimestre del 2008 , las ventas netas disminuyeron a 121,4 millones de euros , frente a 165,5 millones de euros en el cuarto trimestre del 2007 .",0,es
El acuerdo de licencia de tintas MedImmune de AstraZeneca con Omnis Pharmaceuticals,1,es
"La ingesta de pedidos aumentó un 40 % interanual y un 30 % interanual , respectivamente , hasta 576 millones de euros y 1.700 millones de euros para los períodos respectivos de enero-septiembre y julio-septiembre de 2010 .",1,es
"Durante la huelga , Finnair estima que se producirá una pérdida neta de entre 2 millones de euros y 2,5 millones de euros por día .",2,es
"Actualmente , el 95 % de los ingresos de Trainers House se atribuyen al mercado finlandés .",0,es
El Oxyview Pulse Oxímetro es un dispositivo común para comprobar el nivel de saturación de oxígeno en sangre y pulso del paciente .,0,es
"El gigante ruso del gas invirtió otros 46 millones de litas en la empresa a finales del 2004 y ahora posee el 99,5 por ciento de su capital social , que asciende a 86,936 millones de litas .",0,es
"La empresa utilizará el dinero para el desarrollo de productos y actividades de investigación hasta 2013 en sus mercados clave Finlandia , Alemania , Italia y Francia .",0,es
"A través de su asociación con la filial danesa finlandesa de Paulig , Oscar , Puljonki adquirió una organización de ventas en el mercado europeo .",0,es
El banco finlandés OKO ha firmado un acuerdo de cooperación con Raiffeisen sobre las inversiones de las empresas finlandesas en Rusia .,1,es
El banco finlandés Alandsbanken dijo el lunes que comprará las operaciones suecas del atribulado Kaupthing Bank de Islandia por 414 millones de coronas $ 49.5 millones en efectivo .,0,es
"Las exportaciones crecieron 16,5 por ciento a 19,1 millones de litros.",1,es
"Digia dijo que sus ventas netas consolidadas para enero-junio de 2010 fueron de 67 ,8 millones EUR , un aumento del 9,7 % en el mismo período de 2009 ( 61 ,9 millones EUR ) .",1,es
"La empresa , que empleaba a 6.400 personas , notificó ventas netas de 620 millones de euros , 823,2 millones de dólares para el 2006 .",0,es
"TRLPC - CRH respalda la compra de activos Lafarge Holcim con préstamo puente de 6,5 millones de euros",1,es
"G4S ve aumentar los beneficios, pero los problemas contractuales del Reino Unido siguen siendo",1,es
El espacio de oficinas se elevará por encima de la reformada estación de metro Cannon Street.,0,es
"Según el plan de fusión original , Scanfil obtendría una participación del 79 % en el negocio combinado .",0,es
"Como resultado , la empresa despedirá temporalmente al 25 % de todo el personal , aproximadamente 270 personas en las fábricas de Kirkkonummi y Nivala .",2,es
